,ds,y
921,1998-08-25,1060868850.0
922,1998-08-26,1016859837.5
923,1998-08-27,2582109250.0
924,1998-08-28,2453698662.5
925,1998-08-31,2166057600.0
926,1998-09-01,2476396781.25
927,1998-09-02,1375235400.0
928,1998-09-03,1706245006.25
929,1998-09-04,1738366450.0
930,1998-09-08,1518889500.0
931,1998-09-09,1217024850.0
932,1998-09-10,1959096050.0
933,1998-09-11,2072370912.5
934,1998-09-14,1105415875.0
935,1998-09-15,867662718.75
936,1998-09-16,1157614500.0
937,1998-09-17,1320410400.0
938,1998-09-18,716616450.0
939,1998-09-21,901405281.25
940,1998-09-22,747911537.5
941,1998-09-23,1464669500.0
942,1998-09-24,1161641562.5
943,1998-09-25,1068291450.0
944,1998-09-28,930677962.5
945,1998-09-29,1114236868.75
946,1998-09-30,804679700.0
947,1998-10-01,1317723975.0
948,1998-10-02,1445495356.25
949,1998-10-05,1263910550.0
950,1998-10-06,1244351718.75
951,1998-10-07,1393598062.5
952,1998-10-08,1992246093.75
953,1998-10-09,1252184390.625
954,1998-10-12,950552859.375
955,1998-10-13,623333700.0
956,1998-10-14,822289506.25
957,1998-10-15,2176714690.625
958,1998-10-16,1756833400.0
959,1998-10-19,842053862.5
960,1998-10-20,1563441200.0
961,1998-10-21,978646900.0
962,1998-10-22,895780703.125
963,1998-10-23,666405837.5
964,1998-10-26,628379325.0
965,1998-10-27,1079597900.0
966,1998-10-28,603554712.5
967,1998-10-29,1053100800.0
968,1998-10-30,1086008000.0
969,1998-11-02,727344125.0
970,1998-11-03,762555125.0
971,1998-11-04,924221600.0
972,1998-11-05,778434421.875
973,1998-11-06,596280300.0
974,1998-11-09,701257068.75
975,1998-11-10,1583717600.0
976,1998-11-11,1226039400.0
977,1998-11-12,611910975.0
978,1998-11-13,625488306.25
979,1998-11-16,687078281.25
980,1998-11-17,1033280781.25
981,1998-11-18,524143575.0
982,1998-11-19,607606475.0
983,1998-11-20,648668250.0
984,1998-11-23,853686437.5
985,1998-11-24,631523912.5
986,1998-11-25,521178937.5
987,1998-11-27,544669050.0
988,1998-11-30,1010914575.0
989,1998-12-01,1052814325.0
990,1998-12-02,879081609.375
991,1998-12-03,1400884446.875
992,1998-12-04,1223938312.5
993,1998-12-07,510241875.0
994,1998-12-08,1196210981.25
995,1998-12-09,632022137.5
996,1998-12-10,697439603.125
997,1998-12-11,960214175.0
998,1998-12-14,1083059250.0
999,1998-12-15,1123875656.25
1000,1998-12-16,846016875.0
1001,1998-12-17,818635654.6875
1002,1998-12-18,569084400.0
1003,1998-12-21,1031024734.375
1004,1998-12-22,659086506.25
1005,1998-12-23,959997281.25
1006,1998-12-24,184902331.25
1007,1998-12-28,514415550.0
1008,1998-12-29,489269137.5
1009,1998-12-30,839844443.75
1010,1998-12-31,837353531.25
1011,1999-01-04,1162694525.0
1012,1999-01-05,999357562.5
1013,1999-01-06,986073143.75
1014,1999-01-07,698090131.25
1015,1999-01-08,795167100.0
1016,1999-01-11,958891771.875
1017,1999-01-12,965273400.0
1018,1999-01-13,1333757775.0
1019,1999-01-14,1381978603.125
1020,1999-01-15,972326437.5
1021,1999-01-19,818112831.25
1022,1999-01-20,824559600.0
1023,1999-01-21,852228515.625
1024,1999-01-22,921951893.75
1025,1999-01-25,705768393.75
1026,1999-01-26,762299937.5
1027,1999-01-27,921918993.75
1028,1999-01-28,755272868.75
1029,1999-01-29,824250875.0
1030,1999-02-01,1196319837.5
1031,1999-02-02,1159656312.5
1032,1999-02-03,1311099496.875
1033,1999-02-04,974018050.0
1034,1999-02-05,932466156.25
1035,1999-02-08,1060186725.0
1036,1999-02-09,1092043353.125
1037,1999-02-10,848445118.75
1038,1999-02-11,1148872725.0
1039,1999-02-12,1319894675.0
1040,1999-02-16,849742062.5
1041,1999-02-17,964581775.0
1042,1999-02-18,1119518596.875
1043,1999-02-19,660040850.0
1044,1999-02-22,1364382987.5
1045,1999-02-23,990764250.0
1046,1999-02-24,910692750.0
1047,1999-02-25,1443219062.5
1048,1999-02-26,1188831881.25
1049,1999-03-01,942579625.0
1050,1999-03-02,1185324843.75
1051,1999-03-03,973106606.25
1052,1999-03-04,1032308012.5
1053,1999-03-05,1365146957.8125
1054,1999-03-08,616482425.0
1055,1999-03-09,1010848537.5
1056,1999-03-10,510290625.0
1057,1999-03-11,859995812.5
1058,1999-03-12,683940937.5
1059,1999-03-15,707846425.0
1060,1999-03-16,594443515.625
1061,1999-03-17,588839890.625
1062,1999-03-18,463708175.0
1063,1999-03-19,716743906.25
1064,1999-03-22,598206262.5
1065,1999-03-23,1225760137.5
1066,1999-03-24,797085465.625
1067,1999-03-25,859828200.0
1068,1999-03-26,791906431.25
1069,1999-03-29,769087134.375
1070,1999-03-30,704713906.25
1071,1999-03-31,951720900.0
1072,1999-04-01,993825637.5
1073,1999-04-05,766777834.375
1074,1999-04-06,710836096.875
1075,1999-04-07,832040143.75
1076,1999-04-08,796805203.125
1077,1999-04-09,588837275.0
1078,1999-04-12,1119561825.0
1079,1999-04-13,1364045237.5
1080,1999-04-14,1538181053.125
1081,1999-04-15,1479117187.5
1082,1999-04-16,851822681.25
1083,1999-04-19,1617092400.0
1084,1999-04-20,1186628800.0
1085,1999-04-21,778525475.0
1086,1999-04-22,939124118.75
1087,1999-04-23,623800393.75
1088,1999-04-26,492625359.375
1089,1999-04-27,706453200.0
1090,1999-04-28,750559612.5
1091,1999-04-29,1319833303.125
1092,1999-04-30,1464670675.0
1093,1999-05-03,1453172418.75
1094,1999-05-04,1405618875.0
1095,1999-05-05,1352479443.75
1096,1999-05-06,1809753750.0
1097,1999-05-07,1171894500.0
1098,1999-05-10,749564370.3125
1099,1999-05-11,949893912.5
1100,1999-05-12,1896148150.0
1101,1999-05-13,616082859.375
1102,1999-05-14,1119762440.625
1103,1999-05-17,841100668.75
1104,1999-05-18,1100778737.5
1105,1999-05-19,681600337.5
1106,1999-05-20,626271450.0
1107,1999-05-21,855826856.25
1108,1999-05-24,1042706000.0
1109,1999-05-25,1987425600.0
1110,1999-05-26,1640368956.25
1111,1999-05-27,1866136112.5
1112,1999-05-28,1139016937.5
1113,1999-06-01,870012675.0
1114,1999-06-02,906774262.5
1115,1999-06-03,793565981.25
1116,1999-06-04,1303838550.0
1117,1999-06-07,707761043.75
1118,1999-06-08,647456325.0
1119,1999-06-09,979006612.5
1120,1999-06-10,921671634.375
1121,1999-06-11,1664819350.0
1122,1999-06-14,886628531.25
1123,1999-06-15,745748981.25
1124,1999-06-16,1048609462.5
1125,1999-06-17,1098406775.0
1126,1999-06-18,386161868.75
1127,1999-06-21,625521600.0
1128,1999-06-22,783729600.0
1129,1999-06-23,1280984512.5
1130,1999-06-24,1211637578.125
1131,1999-06-25,538270671.875
1132,1999-06-28,670415231.25
1133,1999-06-29,936043662.5
1134,1999-06-30,2309285700.0
1135,1999-07-01,1371961609.375
1136,1999-07-02,525951900.0
1137,1999-07-06,1563940812.5
1138,1999-07-07,450884568.75
1139,1999-07-08,991879820.3125
1140,1999-07-09,418240400.0
1141,1999-07-12,620527462.5
1142,1999-07-13,902815500.0
1143,1999-07-14,614234765.625
1144,1999-07-15,472309565.625
1145,1999-07-16,323545218.75
1146,1999-07-19,603931125.0
1147,1999-07-20,974183485.9375
1148,1999-07-21,660706682.8125
1149,1999-07-22,1061479539.0625
1150,1999-07-23,624857250.0
1151,1999-07-26,583925650.0
1152,1999-07-27,802817437.5
1153,1999-07-28,539184093.75
1154,1999-07-29,1043073143.75
1155,1999-07-30,795743325.0
1156,1999-08-02,807090593.75
1157,1999-08-03,721175162.5
1158,1999-08-04,848788187.5
1159,1999-08-05,1360568625.0
1160,1999-08-06,982727637.5
1161,1999-08-09,724088803.125
1162,1999-08-10,1259969253.125
1163,1999-08-11,1042192743.75
1164,1999-08-12,915773550.0
1165,1999-08-13,779989365.625
1166,1999-08-16,525236250.0
1167,1999-08-17,647277000.0
1168,1999-08-18,582139796.875
1169,1999-08-19,854776256.25
1170,1999-08-20,490592328.125
1171,1999-08-23,769383518.75
1172,1999-08-24,1271001515.625
1173,1999-08-25,830983387.5
1174,1999-08-26,590939453.125
1175,1999-08-27,843789462.5
1176,1999-08-30,616680750.0
1177,1999-08-31,1512604256.25
1178,1999-09-01,917617631.25
1179,1999-09-02,1439503382.8125
1180,1999-09-03,1245582525.0
1181,1999-09-07,617845875.0
1182,1999-09-08,830391075.0
1183,1999-09-09,832458550.0
1184,1999-09-10,398725187.5
1185,1999-09-13,313158726.5625
1186,1999-09-14,500857500.0
1187,1999-09-15,921517468.75
1188,1999-09-16,2036811175.0
1189,1999-09-17,1142532625.0
1190,1999-09-20,374495893.75
1191,1999-09-21,1220577400.0
1192,1999-09-22,1699110420.3125
1193,1999-09-23,1560599287.5
1194,1999-09-24,1762042975.0
1195,1999-09-27,896337015.625
1196,1999-09-28,1419918243.75
1197,1999-09-29,961276793.75
1198,1999-09-30,965483375.0
1199,1999-10-01,1429484628.125
1200,1999-10-04,829164200.0
1201,1999-10-05,1564365000.0
1202,1999-10-06,1367125025.0
1203,1999-10-07,861882250.0
1204,1999-10-08,1295146912.5
1205,1999-10-11,572316062.5
1206,1999-10-12,1143036471.875
1207,1999-10-13,1342033393.75
1208,1999-10-14,1353611943.75
1209,1999-10-15,1778057662.5
1210,1999-10-18,1227474062.5
1211,1999-10-19,1827898300.0
1212,1999-10-20,1251643050.0
1213,1999-10-21,1174596600.0
1214,1999-10-22,1081027025.0
1215,1999-10-25,1050294706.25
1216,1999-10-26,799633343.75
1217,1999-10-27,707008162.5
1218,1999-10-28,1414211506.25
1219,1999-10-29,1505438200.0
1220,1999-11-01,543131156.25
1221,1999-11-02,877134009.375
1222,1999-11-03,978621650.0
1223,1999-11-04,1079620859.375
1224,1999-11-05,1024618062.5
1225,1999-11-08,641589600.0
1226,1999-11-09,619770957.8125
1227,1999-11-10,882171225.0
1228,1999-11-11,663982850.0
1229,1999-11-12,1649455275.0
1230,1999-11-15,306420898.4375
1231,1999-11-16,1065703000.0
1232,1999-11-17,1339630875.0
1233,1999-11-18,640528875.0
1234,1999-11-19,688574250.0
1235,1999-11-22,592014643.75
1236,1999-11-23,835732562.5
1237,1999-11-24,633138034.375
1238,1999-11-26,239580981.25
1239,1999-11-29,1035693312.5
1240,1999-11-30,1069958562.5
1241,1999-12-01,980063706.25
1242,1999-12-02,946134875.0
1243,1999-12-03,1444968006.25
1244,1999-12-06,448176065.625
1245,1999-12-07,1517398575.0
1246,1999-12-08,648910443.75
1247,1999-12-09,915563046.875
1248,1999-12-10,727435687.5
1249,1999-12-13,598459950.0
1250,1999-12-14,807764250.0
1251,1999-12-15,973392650.0
1252,1999-12-16,832127662.5
1253,1999-12-17,681389887.5
1254,1999-12-20,652851159.375
1255,1999-12-21,1147810706.25
1256,1999-12-22,775368281.25
1257,1999-12-23,838139648.4375
1258,1999-12-27,393642843.75
1259,1999-12-28,597102843.75
1260,1999-12-29,440584312.5
1261,1999-12-30,533962507.8125
1262,1999-12-31,465990312.5
1263,2000-01-03,1187395381.25
1264,2000-01-04,1130549550.0
1265,2000-01-05,1704906000.0
1266,2000-01-06,857796800.0
1267,2000-01-07,1175692375.0
1268,2000-01-10,839723625.0
1269,2000-01-11,1084284650.0
1270,2000-01-12,988232831.25
1271,2000-01-13,747953500.0
1272,2000-01-14,1093050684.375
1273,2000-01-18,946104406.25
1274,2000-01-19,905211300.0
1275,2000-01-20,839564475.0
1276,2000-01-21,901983300.0
1277,2000-01-24,1108280559.375
1278,2000-01-25,1411213593.75
1279,2000-01-26,726324956.25
1280,2000-01-27,1531908675.0
1281,2000-01-28,1619113675.0
1282,2000-01-31,1502906693.75
1283,2000-02-01,1186679656.25
1284,2000-02-02,875419768.75
1285,2000-02-03,1145142031.25
1286,2000-02-04,702331256.25
1287,2000-02-07,832295775.0
1288,2000-02-08,712384225.0
1289,2000-02-09,1202515359.375
1290,2000-02-10,947138062.5
1291,2000-02-11,1366044137.5
1292,2000-02-14,1189767600.0
1293,2000-02-15,1562905792.1875
1294,2000-02-16,1229510600.0
1295,2000-02-17,1048752656.25
1296,2000-02-18,1273182375.0
1297,2000-02-22,2215566018.75
1298,2000-02-23,1655000937.5
1299,2000-02-24,2324992187.5
1300,2000-02-25,1407931667.1875
1301,2000-02-28,1823775525.0
1302,2000-02-29,1132828593.75
1303,2000-03-01,950788750.0
1304,2000-03-02,1052865206.25
1305,2000-03-03,1802208587.5
1306,2000-03-06,1672402225.0
1307,2000-03-07,2749434406.25
1308,2000-03-08,1616288437.5
1309,2000-03-09,774939287.5
1310,2000-03-10,1110434575.0
1311,2000-03-13,1460847421.875
1312,2000-03-14,1129055337.5
1313,2000-03-15,1440180600.0
1314,2000-03-16,3746604881.25
1315,2000-03-17,1509474243.75
1316,2000-03-20,1827679981.25
1317,2000-03-21,2030829762.5
1318,2000-03-22,1239774375.0
1319,2000-03-23,1779132265.625
1320,2000-03-24,1760271581.25
1321,2000-03-27,1336837287.5
1322,2000-03-28,956890300.0
1323,2000-03-29,1020348515.625
1324,2000-03-30,1411326881.25
1325,2000-03-31,1390833412.5
1326,2000-04-03,1286865250.0
1327,2000-04-04,2940273187.5
1328,2000-04-05,1251265400.0
1329,2000-04-06,959864585.9375
1330,2000-04-07,912198925.0
1331,2000-04-10,1451750418.75
1332,2000-04-11,1354618850.0
1333,2000-04-12,1576794850.0
1334,2000-04-13,1763571650.0
1335,2000-04-14,4026144000.0
1336,2000-04-17,3366486650.0
1337,2000-04-18,1599153487.5
1338,2000-04-19,937998312.5
1339,2000-04-20,1227813600.0
1340,2000-04-24,1834043475.0
1341,2000-04-25,2089299437.5
1342,2000-04-26,1129555664.0625
1343,2000-04-27,2276913800.0
1344,2000-04-28,1268612693.75
1345,2000-05-01,1077718118.75
1346,2000-05-02,1356490087.5
1347,2000-05-03,1777771025.0
1348,2000-05-04,845713025.0
1349,2000-05-05,1128500100.0
1350,2000-05-08,721396870.3125
1351,2000-05-09,794218643.75
1352,2000-05-10,1421844937.5
1353,2000-05-11,1001839471.875
1354,2000-05-12,851276750.0
1355,2000-05-15,645237615.625
1356,2000-05-16,1201693337.5
1357,2000-05-17,857467000.0
1358,2000-05-18,620182900.0
1359,2000-05-19,919909200.0
1360,2000-05-22,1518193462.5
1361,2000-05-23,1101129600.0
1362,2000-05-24,1554180375.0
1363,2000-05-25,1141194621.875
1364,2000-05-26,664332000.0
1365,2000-05-30,764184750.0
1366,2000-05-31,864943906.25
1367,2000-06-01,1302232500.0
1368,2000-06-02,1325005256.25
1369,2000-06-05,1029595462.5
1370,2000-06-06,711677009.375
1371,2000-06-07,725549382.8125
1372,2000-06-08,840759159.375
1373,2000-06-09,452285696.875
1374,2000-06-12,532980637.5
1375,2000-06-13,968023128.125
1376,2000-06-14,949230796.875
1377,2000-06-15,871336537.5
1378,2000-06-16,816219340.625
1379,2000-06-19,758215059.375
1380,2000-06-20,958635000.0
1381,2000-06-21,460630625.0
1382,2000-06-22,1090804062.5
1383,2000-06-23,702138937.5
1384,2000-06-26,760608854.6875
1385,2000-06-27,603777421.875
1386,2000-06-28,778424581.25
1387,2000-06-29,914970618.75
1388,2000-06-30,1078015931.25
1389,2000-07-03,211584243.75
1390,2000-07-05,397458425.0
1391,2000-07-06,869136400.0
1392,2000-07-07,449434912.5
1393,2000-07-10,416342784.375
1394,2000-07-11,804725487.5
1395,2000-07-12,877302375.0
1396,2000-07-13,802228375.0
1397,2000-07-14,807962375.0
1398,2000-07-17,635453300.0
1399,2000-07-18,638316070.3125
1400,2000-07-19,1263791475.0
1401,2000-07-20,683671812.5
1402,2000-07-21,835453418.75
1403,2000-07-24,826510046.875
1404,2000-07-25,700780293.75
1405,2000-07-26,1759617187.5
1406,2000-07-27,1112496725.0
1407,2000-07-28,885173015.625
1408,2000-07-31,752966500.0
1409,2000-08-01,567817075.0
1410,2000-08-02,1075748581.25
1411,2000-08-03,670764965.625
1412,2000-08-04,539626075.0
1413,2000-08-07,616170375.0
1414,2000-08-08,544002956.25
1415,2000-08-09,793774012.5
1416,2000-08-10,615250406.25
1417,2000-08-11,750209368.75
1418,2000-08-14,442872684.375
1419,2000-08-15,829994868.75
1420,2000-08-16,771601550.0
1421,2000-08-17,848889787.5
1422,2000-08-18,692514250.0
1423,2000-08-21,358280300.0
1424,2000-08-22,462063825.0
1425,2000-08-23,827106450.0
1426,2000-08-24,685294312.5
1427,2000-08-25,426857750.0
1428,2000-08-28,837548954.6875
1429,2000-08-29,540685289.0625
1430,2000-08-30,596082900.0
1431,2000-08-31,740862890.625
1432,2000-09-01,486658000.0
1433,2000-09-05,525066962.5
1434,2000-09-06,646439037.5
1435,2000-09-07,643424015.625
1436,2000-09-08,527070337.5
1437,2000-09-11,589025390.625
1438,2000-09-12,708211350.0
1439,2000-09-13,1145207131.25
1440,2000-09-14,508344167.1875
1441,2000-09-15,596512200.0
1442,2000-09-18,739092178.125
1443,2000-09-19,961671318.75
1444,2000-09-20,942962676.5625
1445,2000-09-21,852172556.25
1446,2000-09-22,1131929803.125
1447,2000-09-25,1403018775.0
1448,2000-09-26,755094900.0
1449,2000-09-27,1028749443.75
1450,2000-09-28,1020278000.0
1451,2000-09-29,1340538300.0
1452,2000-10-02,793701043.75
1453,2000-10-03,1331976000.0
1454,2000-10-04,883520068.75
1455,2000-10-05,658489893.75
1456,2000-10-06,1412726831.25
1457,2000-10-09,631120000.0
1458,2000-10-10,840540881.25
1459,2000-10-11,1412552312.5
1460,2000-10-12,1642349812.5
1461,2000-10-13,1620321175.0
1462,2000-10-16,782003062.5
1463,2000-10-17,1055321575.0
1464,2000-10-18,1462962525.0
1465,2000-10-19,1221394481.25
1466,2000-10-20,1031598734.375
1467,2000-10-23,743410312.5
1468,2000-10-24,802761778.125
1469,2000-10-25,1245569100.0
1470,2000-10-26,1277454037.5
1471,2000-10-27,1359788915.625
1472,2000-10-30,1426968365.625
1473,2000-10-31,1108229806.25
1474,2000-11-01,962176950.0
1475,2000-11-02,1626116379.6875
1476,2000-11-03,740620621.875
1477,2000-11-06,581235703.125
1478,2000-11-07,751999375.0
1479,2000-11-08,860706356.25
1480,2000-11-09,1489274353.125
1481,2000-11-10,1170807937.5
1482,2000-11-13,2343238481.25
1483,2000-11-14,1066935712.5
1484,2000-11-15,1233411506.25
1485,2000-11-16,918228237.5
1486,2000-11-17,895146398.4375
1487,2000-11-20,735191718.75
1488,2000-11-21,1040262112.5
1489,2000-11-22,758077551.5625
1490,2000-11-24,460032937.5
1491,2000-11-27,815099250.0
1492,2000-11-28,713369868.75
1493,2000-11-29,922600218.75
1494,2000-11-30,1481761650.0
1495,2000-12-01,1003170100.0
1496,2000-12-04,932952881.25
1497,2000-12-05,1223410743.75
1498,2000-12-06,1746525375.0
1499,2000-12-07,872655021.875
1500,2000-12-08,1376703065.625
1501,2000-12-11,887976300.0
1502,2000-12-12,693317165.625
1503,2000-12-13,826441664.0625
1504,2000-12-14,1032024950.0
1505,2000-12-15,1187271009.375
1506,2000-12-18,960273243.75
1507,2000-12-19,1250308259.375
1508,2000-12-20,1261780375.0
1509,2000-12-21,1821891937.5
1510,2000-12-22,1333323468.75
1511,2000-12-26,617423296.875
1512,2000-12-27,647112206.25
1513,2000-12-28,1117714915.625
1514,2000-12-29,1151117837.5
1515,2001-01-02,1125499218.75
1516,2001-01-03,2623266000.0
1517,2001-01-04,1231168640.625
1518,2001-01-05,1667991487.5
1519,2001-01-08,862531243.75
1520,2001-01-09,740421000.0
1521,2001-01-10,1155578462.5
1522,2001-01-11,958164475.0
1523,2001-01-12,956208000.0
1524,2001-01-16,1134777881.25
1525,2001-01-17,1047793865.625
1526,2001-01-18,1092671593.75
1527,2001-01-19,1042976601.5625
1528,2001-01-22,951210478.125
1529,2001-01-23,1150717128.125
1530,2001-01-24,845511362.5
1531,2001-01-25,1471626871.875
1532,2001-01-26,969712700.0
1533,2001-01-29,916025940.0
1534,2001-01-30,974121980.0000001
1535,2001-01-31,1330039438.0
1536,2001-02-01,1136419063.0
1537,2001-02-02,1115685680.0
1538,2001-02-05,591080291.0
1539,2001-02-06,962176112.9999999
1540,2001-02-07,774292403.0
1541,2001-02-08,791172096.0
1542,2001-02-09,1306929920.0
1543,2001-02-12,774016740.0
1544,2001-02-13,871275975.9999999
1545,2001-02-14,1109317206.0
1546,2001-02-15,790679532.0
1547,2001-02-16,839110960.0
1548,2001-02-20,739526399.9999999
1549,2001-02-21,1370614696.0
1550,2001-02-22,2677438096.0
1551,2001-02-23,2520818080.0
1552,2001-02-26,1468102194.0
1553,2001-02-27,1443312600.0
1554,2001-02-28,1837657910.0
1555,2001-03-01,1828131200.0
1556,2001-03-02,1553073123.0
1557,2001-03-05,660273768.0
1558,2001-03-06,872095360.0
1559,2001-03-07,809078466.0
1560,2001-03-08,769711600.0
1561,2001-03-09,1236104208.0
1562,2001-03-12,1649920032.0
1563,2001-03-13,1546817760.0
1564,2001-03-14,2339282010.0
1565,2001-03-15,1220376904.0
1566,2001-03-16,6729764146.0
1567,2001-03-19,1181456330.0
1568,2001-03-20,1722581380.0
1569,2001-03-21,2133456396.0
1570,2001-03-22,3180787776.0
1571,2001-03-23,1472407416.0
1572,2001-03-26,1152884172.0
1573,2001-03-27,1523915617.0
1574,2001-03-28,1260067632.0
1575,2001-03-29,1392723444.0
1576,2001-03-30,1071634284.0
1577,2001-04-02,1206066200.0
1578,2001-04-03,1416966040.0
1579,2001-04-04,1649924655.0
1580,2001-04-05,2476198140.0
1581,2001-04-06,1692452740.0
1582,2001-04-09,1034969408.0
1583,2001-04-10,2084955440.0
1584,2001-04-11,1485074079.0
1585,2001-04-12,1097365820.0
1586,2001-04-16,864360000.0
1587,2001-04-17,1302879722.0
1588,2001-04-18,4027718400.0
1589,2001-04-19,1735213935.0
1590,2001-04-20,949524150.0
1591,2001-04-23,1033148032.0
1592,2001-04-24,1221234626.0
1593,2001-04-25,1016029330.0
1594,2001-04-26,1310244288.0
1595,2001-04-27,998529686.0
1596,2001-04-30,1363735554.0
1597,2001-05-01,1343934900.0
1598,2001-05-02,1214035178.0
1599,2001-05-03,1242859502.0
1600,2001-05-04,1546582502.0
1601,2001-05-07,907059648.0
1602,2001-05-08,877279068.0
1603,2001-05-09,1194604810.0
1604,2001-05-10,866059848.0
1605,2001-05-11,967960160.0
1606,2001-05-14,992415600.0
1607,2001-05-15,1232361556.0
1608,2001-05-16,1922515549.9999998
1609,2001-05-17,1527147090.0
1610,2001-05-18,867065394.0000001
1611,2001-05-21,1518121975.0
1612,2001-05-22,1096898196.0
1613,2001-05-23,1593755900.0
1614,2001-05-24,1024439964.0
1615,2001-05-25,951142500.0
1616,2001-05-29,1144215612.0
1617,2001-05-30,1258237540.0
1618,2001-05-31,1243655490.0
1619,2001-06-01,1121345059.0
1620,2001-06-04,716096490.0
1621,2001-06-05,1174063520.0
1622,2001-06-06,1541049677.0
1623,2001-06-07,942875907.0
1624,2001-06-08,1037666200.0
1625,2001-06-11,884238420.0
1626,2001-06-12,1178790672.0
1627,2001-06-13,952149120.0
1628,2001-06-14,1537566000.0
1629,2001-06-15,2049651035.0
1630,2001-06-18,1378520058.0
1631,2001-06-19,941716817.0
1632,2001-06-20,1075816896.0
1633,2001-06-21,1517921762.0
1634,2001-06-22,1500244200.0
1635,2001-06-25,1023275696.0
1636,2001-06-26,973104990.0
1637,2001-06-27,1227567548.0
1638,2001-06-28,1254394995.0
1639,2001-06-29,1204446920.0
1640,2001-07-02,1057860686.0
1641,2001-07-03,409914710.0
1642,2001-07-05,671418072.0
1643,2001-07-06,1388825395.0
1644,2001-07-09,998214210.0
1645,2001-07-10,1020666582.0
1646,2001-07-11,1814599668.0
1647,2001-07-12,1454619332.0
1648,2001-07-13,1275427712.0
1649,2001-07-16,834745863.0
1650,2001-07-17,910120432.0
1651,2001-07-18,932902393.0
1652,2001-07-19,1230819603.0
1653,2001-07-20,813681772.0
1654,2001-07-23,959355540.0
1655,2001-07-24,1445288200.0
1656,2001-07-25,1439740350.0
1657,2001-07-26,1552298370.0
1658,2001-07-27,1024323828.0
1659,2001-07-30,1032989545.0
1660,2001-07-31,1446261435.0
1661,2001-08-01,1458091088.0
1662,2001-08-02,1357304961.0
1663,2001-08-03,1318939622.0
1664,2001-08-06,1028577030.0
1665,2001-08-07,1070638127.0
1666,2001-08-08,1799735814.0
1667,2001-08-09,1678407280.0
1668,2001-08-10,1332862957.0
1669,2001-08-13,886738512.0
1670,2001-08-14,1571751987.0
1671,2001-08-15,1007475744.0
1672,2001-08-16,1273672155.0
1673,2001-08-17,1354837050.0
1674,2001-08-20,1227482242.0
1675,2001-08-21,1677166256.0
1676,2001-08-22,1375254146.0
1677,2001-08-23,1019562060.0
1678,2001-08-24,1391070054.0
1679,2001-08-27,878463581.0
1680,2001-08-28,1404392628.0
1681,2001-08-29,1869437200.0
1682,2001-08-30,2004925431.9999998
1683,2001-08-31,1824733410.0
1684,2001-09-04,2775773028.0
1685,2001-09-05,2441946270.0
1686,2001-09-06,2398502810.0
1687,2001-09-07,3602317608.0
1688,2001-09-10,2576127435.0
1689,2001-09-17,3378141410.0
1690,2001-09-18,2292138260.0
1691,2001-09-19,4360585010.0
1692,2001-09-20,3574377939.0
1693,2001-09-21,4842802688.0
1694,2001-09-24,2572844720.0
1695,2001-09-25,2591185850.0
1696,2001-09-26,1884586625.0
1697,2001-09-27,2100298536.0
1698,2001-09-28,2265011168.0
1699,2001-10-01,2133093098.0
1700,2001-10-02,2093978698.0
1701,2001-10-03,3440116630.0
1702,2001-10-04,3510505304.0
1703,2001-10-05,3195035803.0
1704,2001-10-08,1381726059.0
1705,2001-10-09,1692848748.0
1706,2001-10-10,2165035168.0
1707,2001-10-11,2530693000.0
1708,2001-10-12,3433974750.0
1709,2001-10-15,1844218900.0
1710,2001-10-16,1746322229.0
1711,2001-10-17,3072578595.0
1712,2001-10-18,1773504200.0
1713,2001-10-19,2352306875.0
1714,2001-10-22,1920169482.0
1715,2001-10-23,2402826875.0
1716,2001-10-24,1745002024.0
1717,2001-10-25,3037125703.0
1718,2001-10-26,2054522455.9999998
1719,2001-10-29,2012269875.0
1720,2001-10-30,2779120176.0
1721,2001-10-31,2975540360.0
1722,2001-11-01,3234335868.0
1723,2001-11-02,1920167075.0
1724,2001-11-05,1763077060.0
1725,2001-11-06,2612827920.0
1726,2001-11-07,2213121000.0
1727,2001-11-08,2540650100.0
1728,2001-11-09,1791774576.0
1729,2001-11-12,2920487664.0
1730,2001-11-13,1752179710.0
1731,2001-11-14,2014725258.0
1732,2001-11-15,2236541874.0
1733,2001-11-16,2073907164.0
1734,2001-11-19,1577412558.0
1735,2001-11-20,1860873560.0
1736,2001-11-21,1308061608.0
1737,2001-11-23,777034128.0
1738,2001-11-26,1591255180.0
1739,2001-11-27,2223343402.0
1740,2001-11-28,2288957970.0
1741,2001-11-29,1878664389.0
1742,2001-11-30,1560238215.0
1743,2001-12-03,1725536748.0
1744,2001-12-04,1987588071.0
1745,2001-12-05,2958949600.0
1746,2001-12-06,2108940086.0
1747,2001-12-07,2198065168.0
1748,2001-12-10,1585615626.0
1749,2001-12-11,2378121195.0
1750,2001-12-12,1848079020.0
1751,2001-12-13,2132132002.0
1752,2001-12-14,1891748547.0
1753,2001-12-17,1591730370.0
1754,2001-12-18,1571052226.0
1755,2001-12-19,2332404286.0
1756,2001-12-20,1704604735.0
1757,2001-12-21,1613633615.0
1758,2001-12-24,657265224.0
1759,2001-12-26,1188761728.0
1760,2001-12-27,1091811238.0
1761,2001-12-28,1228880800.0
1762,2001-12-31,1671008850.0
1763,2002-01-02,2154854007.0
1764,2002-01-03,1839412120.0
1765,2002-01-04,2368949134.0
1766,2002-01-07,1530708135.0
1767,2002-01-08,1477904724.0
